Aggregation Level,Data item,Unit,Pathway,Fuel,Peak/ Annual/ Minimum,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
3,Residential Storage Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.292,0.288,0.283,0.275,0.266,0.256,0.247,0.238,0.226,0.214,0.201,0.188,0.174,0.188,0.203,0.219,0.234,0.25,0.264,0.281,0.298,0.314,0.327,0.337,0.345,0.352,0.357,0.362
3,Residential Storage Heat at Peak,GW,Electric Engagement,Electricity,Peak,0.292,0.288,0.283,0.274,0.265,0.256,0.247,0.238,0.226,0.214,0.201,0.187,0.173,0.2,0.228,0.256,0.284,0.312,0.335,0.362,0.388,0.412,0.433,0.449,0.462,0.472,0.481,0.491
3,Residential Storage Heat at Peak,GW,Falling Behind,Electricity,Peak,0.292,0.288,0.221,0.218,0.215,0.211,0.208,0.204,0.199,0.193,0.188,0.184,0.179,0.185,0.191,0.197,0.204,0.211,0.216,0.222,0.226,0.229,0.233,0.233,0.234,0.234,0.235,0.235
3,Residential Storage Heat at Peak,GW,Holistic Transition,Electricity,Peak,0.292,0.288,0.283,0.274,0.265,0.256,0.247,0.238,0.226,0.213,0.201,0.187,0.173,0.179,0.185,0.191,0.197,0.202,0.206,0.211,0.215,0.217,0.218,0.217,0.217,0.216,0.215,0.216
3,Residential Storage Heat at Peak,GW,Ten Year Forecast,Electricity,Peak,0.292,0.288,0.239,0.234,0.229,0.223,0.217,0.212,0.205,0.197,0.188,0.179,0.169,,,,,,,,,,,,,,,
3,Residential Heat Pumps at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.37,0.412,0.496,0.608,0.748,1.033,1.423,2.081,2.945,3.868,5.07,6.464,7.923,9.475,11.042,12.622,14.218,15.808,17.247,18.523,19.738,20.89,21.844,22.71,23.475,24.137,24.679,25.21
3,Residential Heat Pumps at Peak,GW,Electric Engagement,Electricity,Peak,0.37,0.412,0.496,0.607,0.748,1.033,1.423,2.084,2.943,3.99,5.366,6.832,8.349,10.213,12.09,13.967,15.816,17.602,19.192,20.671,22.038,23.354,24.475,25.489,26.423,27.206,27.951,28.683
3,Residential Heat Pumps at Peak,GW,Falling Behind,Electricity,Peak,0.37,0.412,0.641,0.751,0.865,1.093,1.34,1.583,1.838,2.215,2.641,3.072,3.515,3.969,4.418,4.87,5.325,5.768,6.265,6.745,7.11,7.443,7.762,8.08,8.307,8.505,8.693,8.87
3,Residential Heat Pumps at Peak,GW,Holistic Transition,Electricity,Peak,0.37,0.412,0.487,0.58,0.672,0.856,1.117,1.512,2.079,2.847,3.883,5.022,6.28,7.812,9.347,10.857,12.311,13.678,14.867,16.039,17.123,18.166,19.084,19.905,20.637,21.216,21.754,22.243
3,Residential Heat Pumps at Peak,GW,Ten Year Forecast,Electricity,Peak,0.37,0.412,0.516,0.619,0.749,0.977,1.248,1.549,1.892,2.228,2.599,2.996,3.479,,,,,,,,,,,,,,,
3,Residential District Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.023,0.04,0.068,0.088,0.109,0.131,0.154,0.184,0.217,0.253,0.295,0.339,0.388,0.583,0.803,1.048,1.319,1.619,1.863,2.057,2.241,2.419,2.574,2.709,2.846,2.973,3.086,3.195
3,Residential District Heat at Peak,GW,Electric Engagement,Electricity,Peak,0.023,0.04,0.062,0.098,0.142,0.191,0.246,0.313,0.379,0.461,0.56,0.66,0.764,1.144,1.533,1.936,2.369,2.847,3.341,3.687,3.973,4.229,4.438,4.664,4.87,5.051,5.225,5.392
3,Residential District Heat at Peak,GW,Falling Behind,Electricity,Peak,0.023,0.04,0.066,0.091,0.123,0.157,0.196,0.241,0.29,0.348,0.415,0.493,0.584,0.613,0.65,0.703,0.794,0.943,1.153,1.352,1.539,1.716,1.88,1.992,2.095,2.19,2.276,2.351
3,Residential District Heat at Peak,GW,Holistic Transition,Electricity,Peak,0.023,0.04,0.062,0.096,0.137,0.181,0.23,0.289,0.354,0.432,0.523,0.618,0.72,1.131,1.549,1.99,2.471,3.002,3.561,3.964,4.316,4.627,4.88,5.141,5.369,5.56,5.738,5.898
3,Residential District Heat at Peak,GW,Ten Year Forecast,Electricity,Peak,0.023,0.04,0.07,0.113,0.167,0.229,0.3,0.382,0.445,0.515,0.595,0.687,0.79,,,,,,,,,,,,,,,
3,Residential Losses,GW,Hydrogen Evolution,Electricity,Peak,2.141,2.142,2.099,2.062,2.048,2.056,2.074,2.135,2.215,2.306,2.417,2.547,2.68,2.865,3.062,3.253,3.449,3.647,3.817,3.971,4.136,4.296,4.421,4.541,4.65,4.734,4.813,4.892
3,Residential Losses,GW,Electric Engagement,Electricity,Peak,2.141,2.142,2.085,2.047,2.023,2.009,2.013,2.062,2.12,2.195,2.311,2.436,2.568,2.832,3.098,3.358,3.609,3.876,4.114,4.343,4.549,4.745,4.912,5.065,5.206,5.323,5.435,5.546
3,Residential Losses,GW,Falling Behind,Electricity,Peak,2.141,2.142,2.134,2.116,2.106,2.113,2.135,2.161,2.2,2.243,2.303,2.365,2.428,2.489,2.552,2.609,2.682,2.809,3.034,3.243,3.411,3.555,3.679,3.765,3.846,3.913,3.981,4.057
3,Residential Losses,GW,Holistic Transition,Electricity,Peak,2.141,2.142,2.07,1.999,1.958,1.915,1.878,1.867,1.887,1.931,2.006,2.094,2.197,2.397,2.6,2.805,3.0,3.207,3.39,3.562,3.735,3.889,4.02,4.128,4.234,4.317,4.396,4.466
3,Residential Losses,GW,Ten Year Forecast,Electricity,Peak,2.141,2.142,2.107,2.074,2.051,2.044,2.056,2.088,2.115,2.151,2.184,2.229,2.27,,,,,,,,,,,,,,,
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Hydrogen Evolution,Electricity,Peak,15.388,15.484,15.579,15.636,15.726,15.877,15.994,16.101,16.272,16.431,16.577,16.727,16.912,17.189,17.411,17.58,17.756,17.956,17.941,17.896,17.857,17.806,17.742,17.672,17.597,17.587,17.56,17.584
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Electric Engagement,Electricity,Peak,15.388,15.484,15.55,15.65,15.967,16.371,16.861,17.404,18.011,18.693,19.462,20.476,21.572,22.573,23.347,23.933,24.449,24.945,25.111,25.182,25.266,25.332,25.329,25.325,25.328,25.337,25.356,25.383
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Falling Behind,Electricity,Peak,15.388,15.484,15.77,15.88,16.019,16.218,16.389,16.539,16.71,16.861,16.971,17.043,17.105,17.242,17.365,17.488,17.679,17.942,18.057,18.181,18.375,18.593,18.778,18.986,19.222,19.491,19.732,19.959
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Holistic Transition,Electricity,Peak,15.388,15.484,15.596,15.715,16.12,16.596,17.014,17.429,17.881,18.332,18.742,19.166,19.608,20.11,20.43,20.45,20.537,20.689,20.675,20.626,20.61,20.594,20.524,20.462,20.424,20.422,20.424,20.439
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Ten Year Forecast,Electricity,Peak,15.388,15.484,15.877,16.042,16.191,16.379,16.566,16.756,17.006,17.288,17.519,17.717,17.84,,,,,,,,,,,,,,,
3,Industrial Peak (No Losses),GW,Hydrogen Evolution,Electricity,Peak,12.605,12.707,12.814,12.896,13.002,13.163,13.287,13.396,13.561,13.724,13.893,14.086,14.324,14.622,14.87,15.068,15.268,15.489,15.51,15.51,15.515,15.516,15.508,15.496,15.473,15.498,15.489,15.513
3,Industrial Peak (No Losses),GW,Electric Engagement,Electricity,Peak,12.605,12.707,12.788,12.908,13.221,13.612,14.074,14.576,15.136,15.772,16.502,17.474,18.534,19.476,20.211,20.775,21.272,21.747,21.92,22.01,22.115,22.209,22.244,22.282,22.319,22.353,22.381,22.405
3,Industrial Peak (No Losses),GW,Falling Behind,Electricity,Peak,12.605,12.707,12.941,13.056,13.192,13.381,13.542,13.678,13.831,13.97,14.077,14.16,14.259,14.383,14.495,14.61,14.789,15.036,15.147,15.267,15.446,15.646,15.814,16.003,16.218,16.466,16.693,16.916
3,Industrial Peak (No Losses),GW,Holistic Transition,Electricity,Peak,12.605,12.707,12.83,12.967,13.361,13.819,14.218,14.606,15.027,15.458,15.869,16.31,16.776,17.265,17.589,17.64,17.749,17.915,17.926,17.911,17.925,17.943,17.919,17.904,17.902,17.921,17.929,17.941
3,Industrial Peak (No Losses),GW,Ten Year Forecast,Electricity,Peak,12.605,12.707,13.037,13.201,13.346,13.524,13.7,13.872,14.098,14.359,14.582,14.797,14.978,,,,,,,,,,,,,,,
3,Industrial Resistive Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,1.397,1.381,1.36,1.329,1.303,1.278,1.26,1.247,1.236,1.215,1.178,1.12,1.047,0.995,0.942,0.891,0.844,0.799,0.759,0.713,0.666,0.614,0.557,0.499,0.448,0.408,0.387,0.38
3,Industrial Resistive Heat at Peak,GW,Electric Engagement,Electricity,Peak,1.397,1.381,1.359,1.328,1.301,1.275,1.256,1.243,1.232,1.214,1.182,1.13,1.065,1.021,0.978,0.931,0.888,0.849,0.813,0.773,0.732,0.686,0.636,0.581,0.532,0.492,0.468,0.457
3,Industrial Resistive Heat at Peak,GW,Falling Behind,Electricity,Peak,1.397,1.381,1.406,1.39,1.379,1.369,1.362,1.361,1.36,1.355,1.345,1.324,1.275,1.276,1.275,1.272,1.266,1.258,1.249,1.241,1.238,1.236,1.235,1.236,1.236,1.233,1.225,1.209
3,Industrial Resistive Heat at Peak,GW,Holistic Transition,Electricity,Peak,1.397,1.381,1.36,1.328,1.301,1.274,1.252,1.237,1.224,1.201,1.161,1.103,1.036,0.99,0.942,0.894,0.849,0.808,0.771,0.73,0.689,0.644,0.592,0.538,0.491,0.456,0.437,0.426
3,Industrial Resistive Heat at Peak,GW,Ten Year Forecast,Electricity,Peak,1.397,1.381,1.408,1.392,1.38,1.369,1.36,1.355,1.354,1.346,1.329,1.288,1.21,,,,,,,,,,,,,,,
3,Industrial Storage Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.004,0.005,0.005,0.006,0.007,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015
3,Industrial Storage Heat at Peak,GW,Electric Engagement,Electricity,Peak,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.016,0.017,0.018,0.018
3,Industrial Storage Heat at Peak,GW,Falling Behind,Electricity,Peak,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0
3,Industrial Storage Heat at Peak,GW,Holistic Transition,Electricity,Peak,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017
3,Industrial Storage Heat at Peak,GW,Ten Year Forecast,Electricity,Peak,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,,,,,,,,,,,,,,,
3,Industrial District Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.01,0.011,0.013,0.015,0.017,0.023,0.028,0.034,0.04,0.047,0.051,0.056,0.06,0.065,0.07,0.076,0.081,0.085,0.09,0.094
3,Industrial District Heat at Peak,GW,Electric Engagement,Electricity,Peak,0.001,0.002,0.002,0.004,0.007,0.01,0.013,0.018,0.021,0.023,0.025,0.028,0.031,0.042,0.053,0.068,0.082,0.096,0.11,0.123,0.135,0.146,0.157,0.17,0.182,0.195,0.207,0.219
3,Industrial District Heat at Peak,GW,Falling Behind,Electricity,Peak,0.001,0.002,0.002,0.004,0.005,0.007,0.009,0.011,0.014,0.016,0.02,0.024,0.03,0.03,0.031,0.031,0.032,0.033,0.034,0.036,0.037,0.037,0.038,0.038,0.038,0.038,0.038,0.038
3,Industrial District Heat at Peak,GW,Holistic Transition,Electricity,Peak,0.001,0.002,0.002,0.004,0.006,0.009,0.013,0.017,0.02,0.022,0.024,0.027,0.031,0.042,0.056,0.07,0.084,0.097,0.109,0.121,0.132,0.143,0.154,0.166,0.18,0.192,0.204,0.216
3,Industrial District Heat at Peak,GW,Ten Year Forecast,Electricity,Peak,0.001,0.002,0.003,0.005,0.007,0.011,0.015,0.019,0.022,0.026,0.03,0.037,0.046,,,,,,,,,,,,,,,
3,Industrial Losses,GW,Hydrogen Evolution,Electricity,Peak,1.385,1.393,1.402,1.407,1.415,1.429,1.439,1.449,1.464,1.478,1.492,1.505,1.522,1.547,1.567,1.582,1.598,1.616,1.614,1.61,1.607,1.602,1.596,1.59,1.583,1.583,1.58,1.582
3,Industrial Losses,GW,Electric Engagement,Electricity,Peak,1.385,1.393,1.399,1.408,1.437,1.473,1.517,1.566,1.621,1.682,1.751,1.842,1.941,2.031,2.101,2.154,2.2,2.245,2.26,2.266,2.274,2.279,2.279,2.279,2.279,2.28,2.282,2.284
3,Industrial Losses,GW,Falling Behind,Electricity,Peak,1.385,1.393,1.419,1.429,1.441,1.459,1.475,1.488,1.504,1.517,1.527,1.534,1.539,1.551,1.563,1.574,1.591,1.614,1.625,1.636,1.653,1.673,1.69,1.708,1.73,1.754,1.776,1.796
3,Industrial Losses,GW,Holistic Transition,Electricity,Peak,1.385,1.393,1.403,1.414,1.45,1.493,1.531,1.568,1.609,1.65,1.686,1.725,1.764,1.81,1.838,1.84,1.848,1.862,1.86,1.856,1.855,1.853,1.847,1.841,1.838,1.838,1.838,1.839
3,Industrial Losses,GW,Ten Year Forecast,Electricity,Peak,1.385,1.393,1.429,1.443,1.457,1.474,1.491,1.508,1.53,1.556,1.576,1.594,1.605,,,,,,,,,,,,,,,
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat, +EVs +HPs +Losses ignoring Microgen",GW,Hydrogen Evolution,Electricity,Peak,17.48,18.252,18.76,19.202,19.712,20.373,21.201,22.242,23.507,24.794,26.082,27.427,28.788,30.67,32.576,34.519,36.412,38.448,40.184,41.878,43.415,44.543,45.417,46.206,46.989,47.793,48.52,49.379
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat, +EVs +HPs +Losses ignoring Microgen",GW,Electric Engagement,Electricity,Peak,17.48,18.252,18.564,19.012,19.625,20.468,21.657,22.877,24.274,25.755,27.354,28.805,30.531,32.823,35.26,37.726,40.236,42.74,44.874,46.593,48.203,49.592,50.865,51.807,52.8,53.587,54.51,55.457
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat, +EVs +HPs +Losses ignoring Microgen",GW,Falling Behind,Electricity,Peak,17.48,18.252,18.846,19.121,19.443,19.878,20.576,21.345,22.298,23.261,24.184,25.196,26.238,27.314,28.333,29.475,30.616,31.763,32.826,33.889,34.88,36.059,37.163,38.029,38.787,39.514,40.173,40.859
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat, +EVs +HPs +Losses ignoring Microgen",GW,Holistic Transition,Electricity,Peak,17.48,18.252,18.687,19.178,19.732,20.328,21.257,22.412,23.636,25.025,26.333,27.603,28.917,30.962,32.929,35.041,37.061,38.975,40.528,42.005,43.247,44.256,45.104,45.872,46.529,47.305,48.0,48.824
2,"GBFES Peak System Demand: Commercial inc Rail and District Heat, +EVs +HPs +Losses ignoring Microgen",GW,Ten Year Forecast,Electricity,Peak,17.48,18.252,18.642,18.837,19.295,19.929,20.941,22.091,23.264,24.566,25.722,26.539,27.44,,,,,,,,,,,,,,,
3,Commercial Heat Pumps at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.15,0.206,0.273,0.355,0.444,0.623,0.821,1.095,1.379,1.636,1.9,2.162,2.419,2.892,3.395,3.934,4.505,5.11,5.523,5.927,6.251,6.559,6.81,7.051,7.278,7.5,7.724,7.954
3,Commercial Heat Pumps at Peak,GW,Electric Engagement,Electricity,Peak,0.15,0.206,0.271,0.353,0.439,0.614,0.807,1.048,1.299,1.574,1.855,2.136,2.414,2.888,3.403,3.955,4.546,5.174,5.571,5.961,6.276,6.567,6.822,7.053,7.301,7.546,7.794,8.044
3,Commercial Heat Pumps at Peak,GW,Falling Behind,Electricity,Peak,0.15,0.206,0.238,0.307,0.375,0.486,0.605,0.733,0.87,1.008,1.158,1.352,1.554,1.755,1.964,2.18,2.405,2.636,2.799,2.957,3.084,3.209,3.331,3.45,3.568,3.682,3.796,3.911
3,Commercial Heat Pumps at Peak,GW,Holistic Transition,Electricity,Peak,0.15,0.206,0.265,0.346,0.434,0.609,0.805,1.049,1.298,1.559,1.825,2.09,2.352,2.817,3.319,3.862,4.431,5.032,5.397,5.752,6.002,6.228,6.42,6.592,6.786,6.977,7.172,7.371
3,Commercial Heat Pumps at Peak,GW,Ten Year Forecast,Electricity,Peak,0.15,0.206,0.25,0.321,0.391,0.52,0.675,0.839,1.01,1.188,1.387,1.62,1.854,,,,,,,,,,,,,,,
3,Initial Commercial Component exc District Heat inc Rail (No Losses),GW,Hydrogen Evolution,Electricity,Peak,13.514,14.054,14.324,14.464,14.653,14.814,15.098,15.383,15.745,16.192,16.563,16.902,17.266,17.741,18.203,18.66,19.132,19.593,20.061,20.505,20.963,21.377,21.756,22.094,22.413,22.733,23.066,23.405
3,Initial Commercial Component exc District Heat inc Rail (No Losses),GW,Electric Engagement,Electricity,Peak,13.514,14.054,14.15,14.288,14.559,14.862,15.438,15.868,16.341,16.93,17.447,17.945,18.504,19.261,20.013,20.754,21.494,22.192,22.864,23.476,24.07,24.608,25.113,25.571,26.003,26.43,26.866,27.308
3,Initial Commercial Component exc District Heat inc Rail (No Losses),GW,Falling Behind,Electricity,Peak,13.514,14.054,14.403,14.492,14.608,14.696,14.996,15.336,15.724,16.118,16.483,16.798,17.05,17.323,17.544,17.779,18.013,18.251,18.467,18.69,18.949,19.179,19.343,19.503,19.667,19.815,19.923,20.066
3,Initial Commercial Component exc District Heat inc Rail (No Losses),GW,Holistic Transition,Electricity,Peak,13.514,14.054,14.268,14.446,14.665,14.848,15.194,15.574,15.995,16.522,16.989,17.438,17.934,18.593,19.246,19.892,20.531,21.138,21.735,22.28,22.815,23.282,23.673,24.039,24.428,24.811,25.204,25.602
3,Initial Commercial Component exc District Heat inc Rail (No Losses),GW,Ten Year Forecast,Electricity,Peak,13.514,14.054,14.203,14.208,14.331,14.56,15.091,15.607,16.145,16.708,17.064,17.097,17.108,,,,,,,,,,,,,,,
3,Commercial Resistive Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,2.013,2.029,2.037,2.006,1.981,1.929,1.885,1.854,1.839,1.784,1.698,1.596,1.486,1.496,1.506,1.517,1.533,1.552,1.602,1.646,1.715,1.774,1.797,1.798,1.827,1.881,1.947,2.022
3,Commercial Resistive Heat at Peak,GW,Electric Engagement,Electricity,Peak,2.013,2.029,2.037,2.006,1.98,1.928,1.883,1.85,1.835,1.782,1.704,1.609,1.506,1.56,1.614,1.665,1.718,1.773,1.848,1.918,2.014,2.092,2.143,2.158,2.222,2.305,2.402,2.509
3,Commercial Resistive Heat at Peak,GW,Falling Behind,Electricity,Peak,2.013,2.029,2.074,2.052,2.044,2.019,2.008,2.006,2.004,2.0,1.971,1.921,1.845,1.837,1.822,1.801,1.773,1.741,1.711,1.68,1.683,1.689,1.696,1.705,1.713,1.715,1.699,1.674
3,Commercial Resistive Heat at Peak,GW,Holistic Transition,Electricity,Peak,2.013,2.029,2.037,2.006,1.979,1.924,1.875,1.837,1.817,1.757,1.676,1.579,1.475,1.527,1.574,1.622,1.662,1.704,1.767,1.828,1.912,1.98,2.022,2.028,2.084,2.153,2.235,2.325
3,Commercial Resistive Heat at Peak,GW,Ten Year Forecast,Electricity,Peak,2.013,2.029,2.076,2.053,2.044,2.012,1.986,1.978,1.976,1.954,1.882,1.78,1.668,,,,,,,,,,,,,,,
3,Commercial Storage Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.017,0.024,0.031,0.037,0.042,0.049,0.055,0.061,0.067,0.071,0.076,0.08,0.084,0.088,0.092
3,Commercial Storage Heat at Peak,GW,Electric Engagement,Electricity,Peak,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.02,0.03,0.039,0.047,0.053,0.061,0.069,0.076,0.083,0.088,0.094,0.1,0.105,0.111,0.117
3,Commercial Storage Heat at Peak,GW,Falling Behind,Electricity,Peak,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.009,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.01,0.01
3,Commercial Storage Heat at Peak,GW,Holistic Transition,Electricity,Peak,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.02,0.029,0.038,0.045,0.051,0.058,0.065,0.071,0.077,0.082,0.087,0.092,0.097,0.102,0.107
3,Commercial Storage Heat at Peak,GW,Ten Year Forecast,Electricity,Peak,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.007,0.008,0.008,0.009,,,,,,,,,,,,,,,
3,Commercial District Heat at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.018,0.025,0.034,0.045,0.055,0.069,0.084,0.103,0.122,0.144,0.167,0.191,0.218,0.265,0.316,0.371,0.429,0.491,0.534,0.577,0.618,0.659,0.696,0.73,0.763,0.796,0.829,0.862
3,Commercial District Heat at Peak,GW,Electric Engagement,Electricity,Peak,0.018,0.025,0.032,0.052,0.077,0.118,0.175,0.246,0.309,0.344,0.379,0.415,0.452,0.54,0.628,0.719,0.81,0.903,0.992,1.078,1.131,1.179,1.221,1.269,1.323,1.378,1.432,1.488
3,Commercial District Heat at Peak,GW,Falling Behind,Electricity,Peak,0.018,0.025,0.032,0.046,0.061,0.083,0.11,0.144,0.187,0.235,0.288,0.35,0.418,0.431,0.443,0.452,0.46,0.467,0.484,0.502,0.514,0.527,0.537,0.539,0.539,0.537,0.53,0.522
3,Commercial District Heat at Peak,GW,Holistic Transition,Electricity,Peak,0.018,0.025,0.032,0.05,0.074,0.113,0.165,0.23,0.292,0.329,0.366,0.404,0.445,0.519,0.597,0.674,0.758,0.844,0.924,1.0,1.055,1.106,1.149,1.197,1.253,1.309,1.367,1.426
3,Commercial District Heat at Peak,GW,Ten Year Forecast,Electricity,Peak,0.018,0.025,0.033,0.057,0.089,0.138,0.2,0.273,0.333,0.398,0.466,0.546,0.633,,,,,,,,,,,,,,,
3,Commercial EVs at Peak,GW,Hydrogen Evolution,Electricity,Peak,0.211,0.294,0.4,0.6,0.8,1.1,1.4,1.8,2.3,2.8,3.4,4.1,4.8,5.5,6.2,6.9,7.5,8.2,8.8,9.4,9.9,10.1,10.2,10.3,10.4,10.5,10.5,10.6
3,Commercial EVs at Peak,GW,Electric Engagement,Electricity,Peak,0.211,0.294,0.4,0.6,0.8,1.1,1.4,1.8,2.3,2.8,3.5,4.1,4.9,5.6,6.4,7.2,8.0,8.8,9.5,9.9,10.3,10.6,10.9,11.0,11.1,11.0,11.0,11.0
3,Commercial EVs at Peak,GW,Falling Behind,Electricity,Peak,0.211,0.294,0.4,0.5,0.6,0.8,1.0,1.2,1.5,1.8,2.1,2.5,3.0,3.5,4.0,4.6,5.2,5.8,6.4,7.0,7.5,8.2,8.9,9.4,9.8,10.2,10.6,11.0
3,Commercial EVs at Peak,GW,Holistic Transition,Electricity,Peak,0.211,0.294,0.4,0.6,0.8,1.0,1.3,1.7,2.1,2.6,3.1,3.6,4.1,4.7,5.2,5.8,6.3,6.7,7.0,7.3,7.5,7.6,7.7,7.8,7.7,7.7,7.6,7.6
3,Commercial EVs at Peak,GW,Ten Year Forecast,Electricity,Peak,0.211,0.294,0.4,0.5,0.7,0.9,1.1,1.4,1.7,2.1,2.6,3.1,3.7,,,,,,,,,,,,,,,
3,Commercial Losses,GW,Hydrogen Evolution,Electricity,Peak,1.573,1.642,1.688,1.728,1.774,1.833,1.908,2.001,2.115,2.231,2.347,2.468,2.59,2.76,2.931,3.106,3.276,3.46,3.616,3.768,3.907,4.008,4.087,4.158,4.228,4.301,4.366,4.443
3,Commercial Losses,GW,Electric Engagement,Electricity,Peak,1.573,1.642,1.67,1.711,1.766,1.842,1.949,2.059,2.184,2.317,2.461,2.592,2.747,2.953,3.173,3.395,3.621,3.846,4.038,4.193,4.337,4.462,4.577,4.662,4.751,4.822,4.905,4.99
3,Commercial Losses,GW,Falling Behind,Electricity,Peak,1.573,1.642,1.696,1.721,1.75,1.789,1.852,1.921,2.006,2.093,2.176,2.267,2.361,2.458,2.55,2.652,2.755,2.858,2.954,3.049,3.139,3.245,3.344,3.422,3.49,3.556,3.615,3.677
3,Commercial Losses,GW,Holistic Transition,Electricity,Peak,1.573,1.642,1.681,1.726,1.776,1.829,1.913,2.017,2.127,2.252,2.369,2.484,2.602,2.786,2.963,3.153,3.335,3.507,3.647,3.78,3.891,3.982,4.059,4.128,4.187,4.257,4.319,4.393
3,Commercial Losses,GW,Ten Year Forecast,Electricity,Peak,1.573,1.642,1.677,1.695,1.736,1.793,1.884,1.988,2.093,2.211,2.315,2.388,2.469,,,,,,,,,,,,,,,
2,GBFES System Demand: Direct Connects,GW,Hydrogen Evolution,Electricity,Peak,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GBFES System Demand: Direct Connects,GW,Electric Engagement,Electricity,Peak,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GBFES System Demand: Direct Connects,GW,Falling Behind,Electricity,Peak,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GBFES System Demand: Direct Connects,GW,Holistic Transition,Electricity,Peak,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GBFES System Demand: Direct Connects,GW,Ten Year Forecast,Electricity,Peak,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,,,,,,,,,,,,,,,
