"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-07-17",5,21029,22344,19246,465,6606,0,21137,0,5,-615,1418,959,-536,0,0,19,1395,990,48,-274
"2025-07-17",6,20636,22036,18822,456,6606,0,21137,0,5,-665,1420,959,-540,0,0,0,1395,997,16,-355
"2025-07-17",7,20421,21855,18643,447,6606,0,21137,0,5,-546,1496,986,-634,0,0,38,1395,986,-54,-241
"2025-07-17",8,19995,21335,18237,437,6606,0,21137,0,5,-507,1506,986,-641,0,0,41,1395,981,-61,-133
"2025-07-17",9,19949,21607,18278,451,6606,0,21137,0,5,-233,1215,839,-836,0,0,-294,1395,646,75,-23
"2025-07-17",10,19812,21486,18154,464,6606,0,21137,0,5,-151,1174,823,-851,0,0,-318,1395,618,90,33
"2025-07-17",11,19956,22060,18264,469,6606,11,21137,0,5,-96,948,615,-1022,54,0,-577,1395,658,165,151
"2025-07-17",12,20369,22500,18677,473,6606,230,21137,0,6,-69,917,595,-1029,13,0,-596,1395,664,182,301
"2025-07-17",13,22185,23675,20373,449,6606,497,21137,0,4,30,1221,568,-825,11,0,-161,1395,775,786,208
"2025-07-17",14,23281,24656,21425,425,6606,874,21137,0,5,13,1263,570,-747,108,0,-123,1395,787,846,63
"2025-07-17",15,24984,25553,22964,413,6606,1468,21137,0,6,-222,1476,851,370,24,0,582,1395,906,900,-63
"2025-07-17",16,25754,26420,23622,401,6606,2240,21137,0,6,-310,1505,879,445,0,0,639,1395,918,914,-160
"2025-07-17",17,26782,27645,24556,410,6606,2924,21137,0,5,-454,1504,982,981,-53,0,976,1395,990,1382,-305
"2025-07-17",18,26778,27678,24439,418,6606,3453,21137,0,4,-496,1504,991,1024,-12,0,1000,1395,997,1427,-384
"2025-07-17",19,27018,27844,24714,498,6606,3834,21137,0,4,-199,1505,991,1022,0,0,1000,1395,997,1427,-322
"2025-07-17",20,27054,27867,24746,577,6606,4476,21137,0,4,71,1504,991,1021,0,0,1000,1395,996,1427,-309
"2025-07-17",21,26819,27643,24563,661,6606,5075,21137,0,4,304,1504,991,1020,-20,0,1018,1395,996,1427,-300
"2025-07-17",22,26535,27180,24349,744,6606,5212,21137,0,4,550,1504,991,1020,0,0,1020,1395,997,1426,-141
"2025-07-17",23,26500,27223,24354,804,6606,5470,21137,0,4,712,1504,991,1020,-53,-50,1020,1395,992,1388,-116
"2025-07-17",24,26441,27245,24301,864,6606,5764,21137,0,4,958,1504,991,1021,-24,-11,1020,1395,992,1384,-265
"2025-07-17",25,26498,27530,24371,936,6606,6059,21137,0,4,951,1416,991,1020,-113,0,1020,1395,996,1416,-415
"2025-07-17",26,26256,27391,24113,1007,6606,6162,21137,0,4,996,1403,991,1020,-107,0,1020,1395,997,1418,-524
"2025-07-17",27,25829,27080,23677,967,6606,6415,21137,0,4,861,1490,991,1018,-233,0,1020,1395,996,1300,-514
"2025-07-17",28,25540,26775,23366,927,6606,6363,21137,0,3,1036,1504,991,1020,-218,0,1020,1395,995,1290,-514
"2025-07-17",29,25697,27054,23524,936,6606,6663,21137,0,69,1188,1592,987,1019,-274,0,1020,1395,902,1411,-514
"2025-07-17",30,25944,27393,23697,945,6606,6407,21137,0,121,1382,1605,987,1019,-314,0,1020,1395,894,1426,-514
"2025-07-17",31,26089,27584,23817,928,6606,5839,21137,0,177,1584,1947,987,934,-294,-10,915,1395,983,1384,-514
"2025-07-17",32,26472,27912,24164,911,6606,5209,21137,0,168,1806,1995,986,927,-180,-103,908,1395,987,1369,-489
"2025-07-17",33,26857,27936,24524,966,6606,4899,21137,0,157,1966,1965,951,508,-36,-22,712,1395,782,856,-364
"2025-07-17",34,27762,28919,25375,1020,6606,4526,21137,0,279,1880,1957,946,476,0,0,696,1395,766,803,-378
"2025-07-17",35,28032,29193,25616,984,6606,3760,21137,0,308,2030,1096,826,584,0,0,179,1395,918,585,-353
"2025-07-17",36,28645,29930,26178,948,6606,3261,21137,0,308,1914,975,814,591,0,0,140,1395,926,556,-477
"2025-07-17",37,28858,30290,26454,932,6606,2590,21137,0,308,2194,1276,717,313,-13,0,-164,1395,575,103,-447
"2025-07-17",38,29226,30695,26765,915,6606,1939,21137,0,307,1991,1318,711,306,-112,-8,-186,1395,549,62,-356
"2025-07-17",39,29378,30980,26891,888,6606,1269,21137,0,312,2240,1559,909,-554,-24,0,11,1395,799,174,-212
"2025-07-17",40,29276,30924,26900,861,6606,743,21137,0,312,2269,1591,924,-690,0,0,25,1395,819,182,-146
"2025-07-17",41,28870,30385,26590,880,6606,327,21137,0,310,2332,1187,669,-435,0,0,-95,1395,663,-51,-124
"2025-07-17",42,28809,30417,26564,899,6606,69,21137,0,308,2394,1132,642,-400,37,0,-104,1395,648,-77,-219
"2025-07-17",43,28412,30726,26230,926,6606,1,21137,0,308,2367,853,456,-273,-12,0,-565,1395,538,-330,-326
"2025-07-17",44,27873,30227,25739,952,6606,0,21137,0,309,2433,822,437,-259,0,0,-599,1395,525,-354,-333
"2025-07-17",45,27035,29355,24910,981,6606,0,21137,0,352,2408,671,398,-363,0,0,-407,1395,343,-331,-367
"2025-07-17",46,25710,28259,23733,1010,6606,0,21137,0,470,2281,661,391,-385,0,0,-392,1395,325,-330,-472
"2025-07-17",47,24176,27547,22390,971,6606,0,21137,0,550,2219,1086,156,-839,18,0,-564,1395,225,-470,-448
"2025-07-17",48,23467,26726,21740,932,6606,0,21137,0,549,2262,1121,136,-844,0,0,-576,1395,215,-490,-300
"2025-07-18",1,22552,26278,20842,932,6606,0,21137,0,549,2156,894,249,-926,0,0,-701,1395,192,-900,-150
"2025-07-18",2,22429,26111,20768,931,6606,0,21143,0,551,2184,876,258,-930,-11,0,-710,1395,190,-937,-43
"2025-07-18",3,21744,25403,20170,891,6606,0,21143,0,539,2157,672,158,-985,-109,0,-469,1395,155,-897,-160
"2025-07-18",4,21269,24854,19765,850,6606,0,21143,0,425,1982,660,150,-986,-47,0,-451,1395,153,-896,-280
"2025-07-18",5,21318,25252,19859,836,6606,0,21143,0,428,1970,1220,220,-1017,-144,0,-341,1395,260,-1075,-429
"2025-07-18",6,20777,24727,19344,821,6606,0,21143,0,384,2090,1271,230,-1018,-108,0,-333,1395,273,-1093,-514
"2025-07-18",7,20446,24589,19005,854,6606,0,21143,0,162,2227,1619,466,-1037,-46,0,-791,1395,475,-1093,-514
"2025-07-18",8,20281,24366,18799,886,6606,0,21143,0,162,2035,1647,487,-1038,-34,0,-825,1395,492,-1093,-433
"2025-07-18",9,20084,24133,18627,847,6606,0,21143,0,161,2080,1467,468,-1033,0,0,-981,1395,352,-1093,-281
"2025-07-18",10,19983,23937,18589,807,6606,0,21143,0,92,2012,1451,469,-1032,0,0,-993,1395,340,-1093,-244
"2025-07-18",11,20309,24128,18857,808,6606,2,21143,0,8,2070,1430,655,-1032,0,0,-1010,1395,456,-1093,-176
"2025-07-18",12,20684,24582,19192,808,6606,119,21143,0,40,2037,1430,675,-1031,0,0,-1011,1395,471,-1093,-223
"2025-07-18",13,21912,25640,20281,711,6606,503,21143,0,126,2025,1214,861,-830,-4,0,-863,1395,806,-1093,-312
"2025-07-18",14,22948,26705,21153,613,6606,1060,21143,0,126,2101,1003,879,-748,-110,-2,-838,1395,838,-1081,-352
"2025-07-18",15,24519,26273,22606,558,6606,1635,21143,0,82,1660,1003,915,86,-260,-100,60,1395,939,-325,-487
"2025-07-18",16,25164,26937,23171,503,6606,2565,21143,0,5,1714,1002,919,104,-296,-246,148,1395,949,-220,-506
"2025-07-18",17,26418,28255,24218,511,6606,3610,21143,0,6,1318,999,985,841,-422,-396,890,1395,993,867,-513
"2025-07-18",18,26423,28406,24090,519,6606,4668,21143,0,8,1121,999,991,935,-451,-511,952,1395,998,992,-513
"2025-07-18",19,26313,28312,23961,531,6606,5776,21143,0,6,951,999,991,1013,-451,-528,997,1395,998,992,-514
"2025-07-18",20,25434,27426,23135,542,6606,6229,21143,0,4,765,999,991,1019,-451,-523,1000,1395,997,992,-514
"2025-07-18",21,24571,26457,22348,579,6606,7170,21143,0,4,955,999,991,1019,-451,-417,1018,1395,997,992,-514
"2025-07-18",22,24085,25911,21829,616,6606,8102,21143,0,1,1050,1000,991,1019,-451,-360,1020,1395,997,992,-514
"2025-07-18",23,23734,25437,21532,672,6606,8834,21143,0,1,1174,999,982,1019,-451,-252,1019,1395,996,992,-499
"2025-07-18",24,23523,25090,21335,728,6606,9610,21143,0,2,1145,999,981,1019,-451,-171,1019,1395,997,992,-443
"2025-07-18",25,23523,25184,21382,767,6606,9682,21143,0,2,1049,999,991,1018,-451,-198,1020,1395,997,992,-510
"2025-07-18",26,23494,25114,21337,805,6606,9954,21143,0,3,1182,1000,991,1019,-451,-152,1020,1395,997,989,-514
"2025-07-18",27,23277,25082,21116,845,6606,9766,21143,0,94,1135,999,990,1018,-451,-246,1020,1395,997,989,-514
"2025-07-18",28,23125,24933,20996,885,6606,10058,21143,0,121,960,999,990,1019,-451,-223,1020,1395,997,989,-513
"2025-07-18",29,22958,24847,20834,881,6606,9814,21143,0,120,661,999,991,1018,-451,-304,1020,1395,997,992,-514
"2025-07-18",30,22580,24424,20473,876,6606,9666,21143,0,121,661,999,991,1019,-451,-258,1020,1395,997,992,-514
"2025-07-18",31,22583,24121,20558,920,6606,9035,21143,0,14,1053,1001,990,898,-416,-107,946,1395,996,992,-501
"2025-07-18",32,22935,24443,20853,963,6606,8319,21143,0,6,1128,662,990,888,-451,-74,941,1395,997,987,-477
"2025-07-18",33,23051,24740,20919,941,6606,7648,21143,0,2,1472,502,963,414,-451,-223,596,1395,997,615,-513
"2025-07-18",34,24253,26095,22009,919,6606,6231,21143,0,3,1359,766,962,376,-451,-374,571,1395,997,574,-514
"2025-07-18",35,25198,27169,22938,884,6606,5456,21143,0,2,1221,1150,987,253,-451,-504,452,1395,997,245,-514
"2025-07-18",36,26930,28929,24643,848,6606,4446,21143,0,7,715,2005,990,244,-451,-527,443,1395,996,211,-514
"2025-07-18",37,27301,29270,25013,763,6606,3379,21143,0,5,965,2006,991,252,-451,-526,49,1395,995,18,-487
"2025-07-18",38,27838,29831,25507,678,6606,2600,21143,0,4,1128,2006,991,252,-451,-517,20,1395,996,-8,-513
"2025-07-18",39,27987,31118,25669,623,6606,1769,21143,0,2,1705,2008,992,-347,-451,-402,-426,1395,996,-536,-467
"2025-07-18",40,27971,31233,25717,567,6606,1054,21143,0,2,1713,2008,992,-415,-451,-338,-459,1395,996,-588,-509
"2025-07-18",41,27574,31132,25386,559,6606,488,21143,0,2,1621,2008,992,-673,-451,-394,-388,1395,996,-691,-459
"2025-07-18",42,27530,31088,25285,550,6606,112,21143,0,2,1594,2007,992,-676,-451,-376,-382,1395,996,-702,-469
"2025-07-18",43,27356,30662,25127,557,6606,0,21143,0,2,1169,2007,991,-607,-451,-501,121,1395,996,-760,-485
"2025-07-18",44,27159,30440,24970,563,6606,0,21143,0,2,844,2007,991,-602,-451,-453,159,1395,996,-760,-513
"2025-07-18",45,26744,29518,24557,538,6606,0,21143,0,4,331,1960,992,-437,-451,-519,24,1395,980,-349,-514
"2025-07-18",46,25625,28378,23500,513,6606,0,21143,0,4,-127,1957,991,-443,-451,-526,14,1395,979,-315,-514
"2025-07-18",47,24279,27903,22256,483,6606,0,21143,0,3,11,2003,991,-902,-451,-526,-95,1395,994,-633,-514
"2025-07-18",48,23197,26868,21213,453,6606,0,21143,0,3,-4,2007,991,-906,-451,-527,-103,1395,996,-667,-514
"2025-07-19",1,22662,26540,20764,458,6606,0,21143,0,3,-27,2007,991,-907,-451,-466,-103,1395,996,-934,-514
"2025-07-19",2,22277,26051,20401,462,6606,0,21143,0,3,-117,2000,991,-907,-451,-341,-103,1395,996,-955,-514
"2025-07-19",3,21615,24694,19786,437,6606,0,21143,0,3,-135,1504,991,-670,-451,-191,223,1395,995,-750,-514
"2025-07-19",4,21453,24410,19671,411,6606,0,21143,0,3,-39,1459,991,-652,-451,-107,247,1395,994,-731,-513
"2025-07-19",5,20980,24345,19243,408,6606,0,21143,0,3,-22,1459,991,-922,-451,-188,399,1395,996,-787,-514
"2025-07-19",6,20292,23636,18578,405,6606,0,21143,0,3,-246,1459,991,-942,-451,-135,410,1395,996,-799,-514
"2025-07-19",7,19976,23610,18296,412,6606,0,21143,0,3,-210,1458,991,-1026,-451,-80,213,1395,997,-1061,-513
"2025-07-19",8,19749,23331,18075,419,6606,0,21143,0,3,-275,1458,991,-1028,-451,-1,198,1395,997,-1085,-514
"2025-07-19",9,19550,23129,17883,399,6606,0,21143,0,3,-175,1460,991,-1000,-402,0,-101,1395,997,-1059,-514
"2025-07-19",10,19242,22830,17609,379,6606,0,21143,0,57,-47,1460,991,-997,-344,0,-122,1395,997,-1054,-514
"2025-07-19",11,19195,22629,17561,342,6606,1,21143,0,63,-84,1460,991,-984,-262,0,-163,1395,997,-948,-514
"2025-07-19",12,19172,22601,17535,305,6606,70,21143,0,63,115,1460,992,-982,-276,0,-164,1395,996,-930,-514
"2025-07-19",13,20002,22529,18302,299,6606,187,21143,0,63,50,1460,991,-755,-276,0,393,1395,997,-419,-514
"2025-07-19",14,20574,23016,18777,293,6606,333,21143,0,63,-94,1460,992,-693,-338,0,435,1395,997,-334,-514
"2025-07-19",15,22178,23710,20286,298,6606,541,21143,0,63,-416,1457,991,657,-442,-13,153,1395,997,804,-514
"2025-07-19",16,22684,24159,20688,302,6606,1003,21143,0,64,-578,1458,991,847,-376,-21,133,1395,998,935,-514
"2025-07-19",17,23744,25366,21648,307,6606,1382,21143,0,11,-631,1456,991,1013,-443,-154,577,1395,997,985,-514
"2025-07-19",18,24215,25912,22068,311,6606,1689,21143,0,4,28,1456,991,1025,-451,-229,610,1395,996,993,-513
"2025-07-19",19,24527,26208,22357,335,6606,2123,21143,0,6,222,1456,991,1020,-451,-210,610,1395,996,993,-514
"2025-07-19",20,24451,26037,22301,358,6606,2549,21143,0,6,169,1456,991,1020,-451,-115,610,1395,997,993,-514
"2025-07-19",21,24143,25579,21896,353,6606,2930,21143,0,5,195,1457,991,1018,-411,-6,537,1395,997,993,-514
"2025-07-19",22,24243,25558,21963,347,6606,3414,21143,0,4,258,1458,991,1018,-319,0,532,1395,996,992,-492
"2025-07-19",23,24324,25362,22072,382,6606,3745,21143,0,4,687,1457,991,1018,-169,0,441,1395,996,992,-365
"2025-07-19",24,24551,25449,22278,416,6606,4050,21143,0,4,711,1463,991,1019,-29,0,434,1395,996,992,-365
"2025-07-19",25,24683,25423,22390,494,6606,4112,21143,0,4,535,1961,991,1018,0,0,797,1395,996,992,-236
"2025-07-19",26,24444,25110,22130,572,6606,4160,21143,0,3,801,2005,991,1019,5,0,823,1395,995,992,-163
"2025-07-19",27,24054,24971,21737,593,6606,4414,21143,0,58,882,2005,991,1019,-56,0,823,1395,995,992,-303
"2025-07-19",28,23691,24819,21276,614,6606,4513,21143,0,117,998,2006,992,1018,-57,0,823,1395,996,992,-454
"2025-07-19",29,23561,24933,21147,653,6606,4389,21143,0,221,746,2005,991,1019,-183,0,824,1395,996,992,-468
"2025-07-19",30,23237,24709,20857,691,6606,4532,21143,0,284,742,2005,991,1019,-198,0,824,1384,995,992,-490
"2025-07-19",31,22943,24625,20546,753,6606,4591,21143,0,336,578,2004,991,1018,-333,0,805,1217,995,990,-513
"2025-07-19",32,23018,24773,20612,814,6606,4588,21143,0,334,539,2005,991,1014,-430,0,804,1203,995,981,-491
"2025-07-19",33,23157,24566,20824,837,6606,4254,21143,0,230,710,2006,991,331,-307,0,536,1370,995,477,-372
"2025-07-19",34,23708,24850,21374,859,6606,3914,21143,0,106,857,2006,991,271,-157,0,516,1395,995,418,-379
"2025-07-19",35,24402,26141,22003,924,6606,3709,21143,0,22,1283,2005,991,-388,-29,0,731,1395,995,-298,-502
"2025-07-19",36,25481,27420,23076,988,6606,3177,21143,0,2,1335,2005,991,-465,-101,0,747,1395,995,-364,-507
"2025-07-19",37,25976,28438,23610,969,6606,2542,21143,0,4,1254,2005,991,-977,-254,0,696,1395,995,-219,-508
"2025-07-19",38,26135,28712,23768,949,6606,2001,21143,0,4,1303,2006,991,-1019,-334,0,691,1395,995,-207,-513
"2025-07-19",39,25478,27931,23194,953,6606,1335,21143,0,3,1354,2006,991,-1001,-201,0,232,1395,995,-299,-449
"2025-07-19",40,25579,27983,23364,957,6606,797,21143,0,3,1883,2007,992,-999,-137,0,198,1395,980,-283,-482
"2025-07-19",41,25499,27380,23386,957,6606,367,21143,0,4,1694,2007,991,-813,-50,0,106,1395,82,742,-514
"2025-07-19",42,25248,27058,23156,956,6606,69,21143,0,2,1693,2008,992,-743,-51,0,99,1395,0,841,-514
"2025-07-19",43,25088,26235,22943,985,6606,0,21143,0,4,1208,2008,991,86,-164,0,-14,1395,0,422,-465
"2025-07-19",44,24568,25653,22451,1013,6606,0,21143,0,2,1410,2008,991,102,-55,0,-22,1395,0,381,-506
"2025-07-19",45,24054,25409,21964,1042,6606,0,21143,0,2,1610,2008,992,-423,-21,0,130,1395,0,315,-409
"2025-07-19",46,23232,24512,21204,1070,6606,0,21143,0,2,1579,2007,992,-508,0,0,144,1395,0,310,-270
"2025-07-19",47,22486,23413,20541,1060,6606,0,21143,0,4,1466,2006,991,-171,0,0,765,1395,0,465,-252
"2025-07-19",48,21545,22532,19679,1050,6606,0,21143,0,4,1578,2007,992,-146,0,0,814,1395,0,481,-337
"2025-07-20",1,21195,21913,19364,1074,6606,0,21143,0,3,1578,2007,991,-7,0,0,529,1395,0,361,-208
"2025-07-20",2,20536,21240,18748,1098,6606,0,21143,0,3,1496,2007,991,0,0,0,508,1395,0,350,-201
"2025-07-20",3,20018,21096,18263,1161,6606,0,21143,0,3,1540,2006,991,-361,0,0,786,1395,0,495,-214
"2025-07-20",4,19669,20871,17962,1224,6606,0,21143,0,3,1650,2006,991,-420,0,0,806,1395,0,507,-279
"2025-07-20",5,19302,21017,17629,1206,6606,0,21143,0,3,1649,2006,991,-750,-31,0,638,1395,0,348,-431
"2025-07-20",6,19125,20871,17477,1188,6606,0,21143,0,3,1524,2007,991,-775,0,0,625,1395,0,327,-468
"2025-07-20",7,18623,20300,17018,1156,6606,0,21143,0,3,1554,2008,991,-793,0,0,101,1395,0,-43,-338
"2025-07-20",8,18152,19806,16529,1123,6606,0,21143,0,3,1610,2008,992,-794,0,0,62,1395,0,-79,-278
"2025-07-20",9,17711,19186,16129,1123,6606,0,21143,0,3,1723,1958,991,-748,0,0,-16,1395,0,-73,-135
"2025-07-20",10,17147,18542,15640,1123,6606,0,21143,0,3,1729,1036,991,-744,0,0,-23,1395,0,-72,-53
"2025-07-20",11,17218,18829,15694,1116,6606,0,21143,0,3,1715,1389,991,-913,0,0,123,1395,0,-112,-83
"2025-07-20",12,17026,18560,15489,1109,6606,41,21143,0,1,1726,1496,992,-922,0,0,133,1395,0,-111,5
"2025-07-20",13,17468,18256,15843,1059,6606,307,21143,0,3,1458,1495,991,-259,0,0,87,1395,0,273,-26
"2025-07-20",14,17613,18324,15952,1009,6606,708,21143,0,3,1562,1495,991,-202,-6,0,84,1395,0,320,37
"2025-07-20",15,18171,18796,16445,1014,6606,1155,21143,0,3,1285,1495,992,263,-86,0,345,1395,0,916,-36
"2025-07-20",16,18378,18905,16624,1018,6606,1537,21143,0,3,1272,1494,991,308,-23,0,364,1395,-1,975,19
"2025-07-20",17,19042,19720,17134,1078,6606,2314,21143,0,3,962,1493,991,520,-113,0,530,1395,649,1171,-62
"2025-07-20",18,20076,20814,18041,1138,6606,3091,21143,0,3,1294,1493,991,536,-25,0,543,1395,991,1188,-210
"2025-07-20",19,20372,21148,18270,1190,6606,3021,21143,0,2,1582,848,991,530,0,0,968,1395,637,1010,-274
"2025-07-20",20,21260,21993,19172,1241,6606,3119,21143,0,2,1442,1746,991,530,0,0,1000,1395,603,991,-231
"2025-07-20",21,21887,22777,19710,1143,6606,3474,21143,0,1,1209,2003,991,984,-15,0,1018,1395,512,995,-374
"2025-07-20",22,22000,22941,19723,1045,6606,3673,21143,0,2,1095,2004,991,1019,0,0,1020,1395,504,995,-439
"2025-07-20",23,22302,23187,20012,1035,6606,3953,21143,0,2,1024,2003,991,1019,64,55,1020,1395,507,995,-383
"2025-07-20",24,22387,23126,20067,1024,6606,4184,21143,0,1,1109,2003,991,1018,158,14,1020,1395,514,993,-238
"2025-07-20",25,22551,23316,20239,1011,6606,4828,21143,0,56,856,2004,991,1018,38,0,648,1395,918,988,-209
"2025-07-20",26,22611,23313,20321,997,6606,5135,21143,0,60,595,2004,991,1018,-64,0,621,1395,953,988,-78
"2025-07-20",27,22285,23139,20016,1046,6606,5240,21143,0,62,491,2004,991,1018,-215,0,710,1395,865,988,-77
"2025-07-20",28,21837,22898,19479,1095,6606,5312,21143,0,63,419,2004,991,1018,-366,-56,716,1395,858,988,-76
"2025-07-20",29,21435,22776,19121,1047,6606,5168,21143,0,63,214,2004,991,1016,-451,-207,727,1395,847,988,-120
"2025-07-20",30,21189,22480,18909,999,6606,5922,21143,0,66,614,2005,12,1015,-440,-212,728,1395,848,987,-73
"2025-07-20",31,21104,22452,18870,1035,6606,6168,21143,0,334,717,2006,-4,758,-318,-79,754,1395,983,988,-113
"2025-07-20",32,20906,22257,18692,1071,6606,6181,21143,0,486,741,2006,-4,738,-167,-128,756,1395,995,981,-66
"2025-07-20",33,21526,22425,19267,1032,6606,6163,21143,0,339,804,2005,-4,751,-28,-28,752,1395,995,519,62
"2025-07-20",34,22401,23216,20047,993,6606,5510,21143,0,311,961,2005,-4,752,0,0,752,1396,995,475,42
"2025-07-20",35,23423,24306,20945,941,6606,4456,21143,0,313,1197,2005,-4,705,-3,0,758,1395,995,590,-63
"2025-07-20",36,24330,25363,21795,889,6606,3475,21143,0,311,1010,2005,-4,700,-107,0,758,1395,996,604,-111
"2025-07-20",37,25025,26215,22541,833,6606,2928,21143,0,313,1329,2006,-4,196,-212,0,707,1396,995,770,-161
"2025-07-20",38,25135,26425,22701,776,6606,2304,21143,0,314,1074,2006,-4,156,-235,0,698,1396,994,781,-237
"2025-07-20",39,25104,26348,22811,718,6606,1484,21143,0,175,1519,2006,-4,-260,-87,0,4,1395,996,431,-218
"2025-07-20",40,25399,26827,23138,659,6606,748,21143,0,159,1268,2007,-4,-303,-50,0,-53,1395,996,394,-359
"2025-07-20",41,25190,27315,22974,728,6606,369,21143,0,158,1465,2007,-4,-634,-160,0,-256,1395,996,170,-413
"2025-07-20",42,25261,27316,23022,797,6606,86,21143,0,159,1545,2007,316,-659,-54,0,-269,1395,996,157,-414
"2025-07-20",43,25655,27342,23465,765,6606,0,21143,0,158,1496,2006,992,-448,-115,0,252,1395,996,756,-466
"2025-07-20",44,25402,27118,23297,733,6606,0,21143,0,153,1430,2006,992,-432,-137,0,291,1395,996,807,-494
"2025-07-20",45,24944,26544,22808,720,6606,0,21143,0,42,1299,2006,992,-348,-197,0,553,1395,996,469,-513
"2025-07-20",46,23994,25491,21898,706,6606,0,21143,0,3,1403,2006,992,-343,-137,0,568,1395,996,433,-514
"2025-07-20",47,22531,24521,20565,689,6606,0,21143,0,3,1267,2007,992,-844,-40,0,-89,1395,996,231,-514
"2025-07-20",48,21334,23358,19486,672,6606,0,21143,0,3,1325,2007,992,-884,0,0,-142,1395,996,213,-495
"2025-07-21",1,20828,22914,18996,655,6606,0,21143,0,49,1409,2008,992,-830,-15,0,-343,1395,997,295,-349
"2025-07-21",2,20692,22746,18873,638,6606,0,21147,0,172,1609,2008,991,-826,0,0,-358,1395,997,303,-198
"2025-07-21",3,20293,22107,18529,617,6606,0,21147,0,176,1466,2007,992,-953,0,0,33,1395,996,270,-185
"2025-07-21",4,20017,21871,18306,595,6606,0,21147,0,177,1533,2008,992,-963,0,0,62,1395,996,268,-214
"2025-07-21",5,19964,21834,18212,542,6606,0,21147,0,176,1317,2006,992,-966,0,0,556,1395,996,366,-228
"2025-07-21",6,19564,21395,17827,489,6606,0,21147,0,177,1297,2006,991,-966,0,0,593,1395,996,373,-188
"2025-07-21",7,19239,20944,17545,435,6606,0,21147,0,176,1169,2007,992,-948,0,0,561,1396,996,176,-81
"2025-07-21",8,19070,20710,17376,381,6606,0,21147,0,176,1218,2006,991,-947,0,0,559,1395,996,149,-17
"2025-07-21",9,19141,21183,17406,365,6606,0,21147,0,176,1341,2007,992,-1025,0,0,559,1395,996,-341,0
"2025-07-21",10,18976,21076,17230,349,6606,0,21147,0,176,1143,2006,991,-1031,0,0,559,1395,996,-393,51
"2025-07-21",11,19278,21679,17496,327,6606,0,21147,0,123,1032,2007,992,-1031,54,0,541,1395,996,-747,198
"2025-07-21",12,19658,21980,17841,305,6606,117,21147,0,13,1018,2004,991,-1032,13,0,539,1395,996,-777,321
"2025-07-21",13,21065,23008,19154,277,6606,484,21147,0,3,1184,1731,991,-881,64,0,968,1395,997,-559,304
"2025-07-21",14,22200,24043,20250,249,6606,1084,21147,0,3,1169,1708,991,-809,86,0,1000,1395,996,-531,160
"2025-07-21",15,23802,24411,21629,229,6606,1711,21147,0,5,602,1706,991,340,-39,0,1000,1395,996,-65,23
"2025-07-21",16,24660,25181,22359,209,6606,2507,21147,0,4,576,1706,991,407,-1,0,1000,1395,996,-16,46
"2025-07-21",17,25511,26079,23163,217,6606,3256,21147,0,6,483,1709,991,967,0,0,1000,1395,996,221,-62
"2025-07-21",18,25207,25823,22784,225,6606,4310,21147,0,6,243,1709,991,1011,0,0,1000,1395,996,245,-110
"2025-07-21",19,25316,25987,22762,224,6606,5462,21147,0,4,288,1708,991,1018,0,0,1000,1395,996,189,-167
"2025-07-21",20,24864,25456,22275,223,6606,6510,21147,0,5,-140,1707,991,1018,0,0,1000,1395,996,179,-87
"2025-07-21",21,24626,25230,22010,242,6606,7835,21147,0,3,-298,1616,991,1019,0,0,1018,1395,996,-101,12
"2025-07-21",22,24454,25084,21849,261,6606,8485,21147,0,3,-294,1608,991,1019,0,0,1020,1395,996,-127,97
"2025-07-21",23,24400,25043,21828,302,6606,8584,21147,0,112,-328,1608,991,1018,0,0,1020,1395,996,-31,22
"2025-07-21",24,24285,24959,21774,342,6606,9063,21147,0,157,-288,1610,991,1019,0,0,1020,1395,996,-17,5
"2025-07-21",25,24750,25272,22213,381,6606,8958,21147,0,22,-265,1700,991,1018,0,0,1020,1395,996,228,11
"2025-07-21",26,24781,25389,22286,420,6606,8466,21147,0,108,-304,1708,991,1019,0,0,1020,1395,996,251,32
"2025-07-21",27,24403,25023,21968,484,6606,7747,21147,0,120,-270,1651,991,1018,0,0,1020,1395,963,126,5
"2025-07-21",28,23866,24380,21410,547,6606,7976,21147,0,14,-58,1646,991,1018,0,0,1020,1395,960,113,21
"2025-07-21",29,23931,24496,21547,598,6606,7685,21147,0,3,72,1646,991,1005,0,0,1020,1395,959,60,-62
"2025-07-21",30,23883,24510,21482,649,6606,8364,21147,0,73,-143,1646,991,1005,0,0,1020,1395,958,54,-54
"2025-07-21",31,23999,24571,21639,691,6606,7685,21147,0,13,165,1758,991,982,0,0,807,1395,950,1,-59
"2025-07-21",32,24246,24834,21910,733,6606,6432,21147,0,4,306,1768,991,980,-7,0,791,1395,949,-2,-75
"2025-07-21",33,24532,25208,22158,759,6606,5569,21147,0,4,481,1989,991,542,54,0,528,1395,992,-172,63
