Simulation Name,Spotlight year,Historical weather year,Weather-conditional LOLE (h/year),Weather-conditional EEU (MWh/year)
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1990/91,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1991/92,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1992/93,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1993/94,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1994/95,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1995/96,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1996/97,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1997/98,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1998/99,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,1999/2000,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2000/01,0.21,1560
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2001/02,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2002/03,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2003/04,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2004/05,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2005/06,0.15,1310
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2006/07,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2007/08,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2008/09,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2009/10,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2010/11,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2011/12,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2012/13,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2013/14,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2014/15,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2015/16,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2016/17,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2035/36,2017/18,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1984/85,0.54,3560
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1985/86,8.92,91230
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1986/87,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1987/88,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1988/89,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1989/90,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1990/91,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1991/92,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1992/93,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1993/94,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1994/95,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1995/96,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1996/97,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1997/98,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1998/99,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,1999/2000,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2000/01,0.06,460
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2001/02,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2002/03,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2003/04,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2004/05,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2005/06,0.11,690
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2006/07,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2007/08,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2008/09,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2009/10,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2010/11,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2011/12,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2012/13,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2013/14,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2014/15,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2015/16,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2016/17,0,0
Sensitivity 05: Portfolio 1 with a doubling of unabated gas forced outage rates,2040/41,2017/18,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1984/85,1.52,9450
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1985/86,6.21,47080
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1986/87,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1987/88,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1988/89,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1989/90,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1990/91,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1991/92,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1992/93,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1993/94,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1994/95,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1995/96,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1996/97,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1997/98,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1998/99,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,1999/2000,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2000/01,0.1,440
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2001/02,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2002/03,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2003/04,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2004/05,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2005/06,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2006/07,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2007/08,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2008/09,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2009/10,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2010/11,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2011/12,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2012/13,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2013/14,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2014/15,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2015/16,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2016/17,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2035/36,2017/18,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1984/85,0.64,7580
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1985/86,6.21,63560
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1986/87,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1987/88,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1988/89,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1989/90,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1990/91,44.75,657330
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1991/92,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1992/93,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1993/94,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1994/95,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1995/96,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1996/97,0.06,600
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1997/98,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1998/99,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,1999/2000,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2000/01,0.06,450
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2001/02,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2002/03,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2003/04,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2004/05,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2005/06,2.97,30710
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2006/07,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2007/08,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2008/09,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2009/10,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2010/11,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2011/12,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2012/13,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2013/14,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2014/15,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2015/16,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2016/17,0,0
Sensitivity 06: Portfolio 1 with only 4 TWh hydrogen storage from 2035,2040/41,2017/18,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1984/85,1.52,9450
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1985/86,6.23,47100
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1986/87,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1987/88,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1988/89,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1989/90,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1990/91,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1991/92,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1992/93,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1993/94,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1994/95,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1995/96,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1996/97,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1997/98,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1998/99,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,1999/2000,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2000/01,0.1,440
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2001/02,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2002/03,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2003/04,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2004/05,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2005/06,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2006/07,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2007/08,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2008/09,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2009/10,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2010/11,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2011/12,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2012/13,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2013/14,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2014/15,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2015/16,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2016/17,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2035/36,2017/18,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1984/85,12.24,255480
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1985/86,48.24,852950
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1986/87,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1987/88,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1988/89,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1989/90,3.96,37710
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1990/91,97.33,1538710
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1991/92,1.56,15720
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1992/93,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1993/94,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1994/95,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1995/96,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1996/97,8.49,92450
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1997/98,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1998/99,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,1999/2000,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2000/01,27.07,398420
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2001/02,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2002/03,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2003/04,0.02,110
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2004/05,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2005/06,50.24,782560
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2006/07,1.71,15200
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2007/08,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2008/09,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2009/10,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2010/11,4.51,75410
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2011/12,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2012/13,0.37,4610
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2013/14,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2014/15,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2015/16,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2016/17,0,0
Sensitivity 07: Portfolio 1 with only 2 TWh hydrogen storage from 2035,2040/41,2017/18,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1984/85,1.45,9910
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1985/86,8.25,67140
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1986/87,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1987/88,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1988/89,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1989/90,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1990/91,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1991/92,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1992/93,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1993/94,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1994/95,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1995/96,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1996/97,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1997/98,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1998/99,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,1999/2000,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2000/01,0.44,3440
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2001/02,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2002/03,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2003/04,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2004/05,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2005/06,0.18,1640
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2006/07,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2007/08,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2008/09,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2009/10,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2010/11,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2011/12,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2012/13,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2013/14,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2014/15,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2015/16,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2016/17,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2035/36,2017/18,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1984/85,0.4,3180
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1985/86,11.78,127940
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1986/87,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1987/88,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1988/89,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1989/90,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1990/91,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1991/92,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1992/93,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1993/94,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1994/95,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1995/96,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1996/97,0.02,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1997/98,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1998/99,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,1999/2000,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2000/01,0.44,3250
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2001/02,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2002/03,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2003/04,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2004/05,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2005/06,0.72,7000
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2006/07,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2007/08,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2008/09,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2009/10,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2010/11,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2011/12,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2012/13,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2013/14,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2014/15,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2015/16,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2016/17,0,0
Sensitivity 08: Portfolio 1 with new interconnection removed,2040/41,2017/18,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1984/85,4.14,36180
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1985/86,6.05,48550
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1986/87,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1987/88,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1988/89,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1989/90,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1990/91,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1991/92,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1992/93,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1993/94,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1994/95,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1995/96,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1996/97,0.02,80
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1997/98,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1998/99,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,1999/2000,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2000/01,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2001/02,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2002/03,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2003/04,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2004/05,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2005/06,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2006/07,0,0
